talgerving	categories	description	Auxiliary tools	Hér að neðan er að finna ýmis tól og pakka sem gagnast við gerð talgervla.	Hér að neðan er að finna ýmis tól og pakka sem gagnast við gerð talgervla.	<p></p>
talgreining	description			 Talgreining felur í sér að töluðu máli er breytt í ritmál. Talgreiningu má nota til að rita upp langan samfelldan upplestur, ræður, til að fylgjast með samræðum og taka jafnvel þátt í þeim eða taka við raddskipunum til frekari greininga. Talgreinar eru þjálfaðir með upptökum af mörgum mismunandi röddum en hér að neðan er að finna fjölda hirslna sem innihalda upptökur. Einnig þarf að þjálfa mállíkan með hjálp framburðarorðabókar og stóru textasafni svo að talgreinirinn geti skrifað raunveruleg orð og texta. Þegar talgreinar eru búnir til má notast við verkefnakassa eins og Kalda. Hér að neðan eru nokkrar sýnisforskriftir sem hægt er að nota, ásamt upptökum, til að þjálfa talgreina með Kalda en einnig öðrum verkefnakössum. 	<p>Talgreining felur í sér að töluðu máli er breytt í ritmál. Talgreiningu má nota til að rita upp langan samfelldan upplestur, ræður, til að fylgjast með samræðum og taka jafnvel þátt í þeim eða taka við raddskipunum til frekari greininga. Talgreinar eru þjálfaðir með upptökum af mörgum mismunandi röddum en hér að neðan er að finna fjölda hirslna sem innihalda upptökur. Einnig þarf að þjálfa mállíkan með hjálp framburðarorðabókar og stóru textasafni svo að talgreinirinn geti skrifað raunveruleg orð og texta. Þegar talgreinar eru búnir til má notast við verkefnakassa eins og Kalda. Hér að neðan eru nokkrar sýnisforskriftir sem hægt er að nota, ásamt upptökum, til að þjálfa talgreina með Kalda en einnig öðrum verkefnakössum.</p>	<p></p>
talgreining	short_description			 Talgreining kallast það ferli þar sem tali er breytt í texta. 	<p>Talgreining kallast það ferli þar sem tali er breytt í texta.</p>	<p></p>
talgreining	categories	description	Recordings	Mikið magn upptaka er tiltækt þegar kemur að þróun talgreina, jafnt tiltækar upptökur frá RÚV og alþingi en einnig upptökur sem urðu til í ákveðnum verkefnum (Samrómur, Spjallrómur, Kennslurímur, Málrómur, Hjal).	Mikið magn upptaka er tiltækt þegar kemur að þróun talgreina, jafnt tiltækar upptökur frá RÚV og alþingi en einnig upptökur sem urðu til í ákveðnum verkefnum (Samrómur, Spjallrómur, Kennslurímur, Málrómur, Hjal).	<p></p>
talgreining	categories	description	Recipes	Sýnisforskriftirnar hafa þann tilgang að sýna hvernig nota má gögn (t.d. upptökur og framburðarorðabækur) til að þjálfa talgreini með því að nota ákveðinn verkfærakassa. Flestar sýnisforskriftirnar hér að neðan nýtast við verkfærakassann Kaldi.	Sýnisforskriftirnar hafa þann tilgang að sýna hvernig nota má gögn (t.d. upptökur og framburðarorðabækur) til að þjálfa talgreini með því að nota ákveðinn verkfærakassa. Flestar sýnisforskriftirnar hér að neðan nýtast við verkfærakassann Kaldi.	<p></p>
talgreining	categories	description	Language Models	Mállíkönin hér að neðan nýtast m.a. við að velja réttan textastreng þegar fleiri en einn koma til greina og setja greinarmerki á rétta staði.	Mállíkönin hér að neðan nýtast m.a. við að velja réttan textastreng þegar fleiri en einn koma til greina og setja greinarmerki á rétta staði.	<p></p>
velthyding	description			 Lykill að því að hægt sé að þróa þýðingarvélar er að tiltæk sé samhliða málheildir sem tölvan geti lært af. Hér að neðan er að finna nokkra málheildir og þjálfunargögn sem þeim tengjast. Tvímála orðabækur og orðalistar gagnast einnig til að fylla upp í gloppur í málheildinni. Prófunargögn eru einnig nauðsynleg til að prófa og meta gæði þýðingarvéla. 	<p>Lykill að því að hægt sé að þróa þýðingarvélar er að tiltæk sé samhliða málheildir sem tölvan geti lært af. Hér að neðan er að finna nokkra málheildir og þjálfunargögn sem þeim tengjast. Tvímála orðabækur og orðalistar gagnast einnig til að fylla upp í gloppur í málheildinni. Prófunargögn eru einnig nauðsynleg til að prófa og meta gæði þýðingarvéla.</p>	<p></p>
velthyding	short_description			 Vélþýðing er það þegar texti á einu máli er þýddur yfir á texta á öðru máli. 	<p>Vélþýðing er það þegar texti á einu máli er þýddur yfir á texta á öðru máli.</p>	<p></p>
velthyding	categories	description	Translation Models	Nokkur líkön hafa verið búin til og gefin út með opnum aðgangi, einkum til að þýða á milli ensku og íslensku, en einnig milli pólsku og íslensku.	Nokkur líkön hafa verið búin til og gefin út með opnum aðgangi, einkum til að þýða á milli ensku og íslensku, en einnig milli pólsku og íslensku.	<p></p>
velthyding	categories	description	Parallel Corpora (Icelandic and English)	Samhliða málheild er safn texta á að minnsta kosti tveimur tungumálum sem hafa verið samræmdir að minnsta kosti á setningastigi, þannig að setning á einu tungumáli kallast á við setningu á öðru tungumáli. ParIce samanstendur af ýmsum undirmálheildum og inniheldur rúmlega 3,5 milljón samhliða setningapör. Aðrar málheildir sem listaðar eru hér eru svokallaðar gervimálheildir sem oft nýtast vel þegar ekki er til nægilegt magn af samhliða textum.	Samhliða málheild er safn texta á að minnsta kosti tveimur tungumálum sem hafa verið samræmdir að minnsta kosti á setningastigi, þannig að setning á einu tungumáli kallast á við setningu á öðru tungumáli. ParIce samanstendur af ýmsum undirmálheildum og inniheldur rúmlega 3,5 milljón samhliða setningapör. Aðrar málheildir sem listaðar eru hér eru svokallaðar gervimálheildir sem oft nýtast vel þegar ekki er til nægilegt magn af samhliða textum.	<p></p>
velthyding	categories	description	Lists	Listar eru nytsamlegir til að fylla upp í gloppur í samhliða málheildum, t.d. varðandi heiti landa, bæja og stofnana eða rétta notkun forsetninga með örnefnum.	Listar eru nytsamlegir til að fylla upp í gloppur í samhliða málheildum, t.d. varðandi heiti landa, bæja og stofnana eða rétta notkun forsetninga með örnefnum.	<p></p>
velthyding	categories	description	Training and Test Data	Samhliðuð þjálfunargögn má nota til að þjálfa og prófa líkön ætluð til að þýða á milli tveggja tungumála. Einnig er hér að finna gögn til að þjálfa og prófa aðferðir í tengslum við samhliðun setninga.	Samhliðuð þjálfunargögn má nota til að þjálfa og prófa líkön ætluð til að þýða á milli tveggja tungumála. Einnig er hér að finna gögn til að þjálfa og prófa aðferðir í tengslum við samhliðun setninga.	<p></p>
velthyding	categories	description	Auxiliary Tools	Hér er að finna ýmist verkfæri sem nýtast við þróun og gerð þýðingarvéla.	Hér er að finna ýmist verkfæri sem nýtast við þróun og gerð þýðingarvéla.	<p></p>
stodtol	description			 Stoðtól eru tól sem aðstoða við að vinna skipulögð gagnasöfn úr hráum gögnum eða framkvæma grunnmálgreiningu. Þau fást yfirleitt við eitt einangrað verkefni, t.d. að greina orðflokka og beygingar orða og mynda oft greiningarkeðju sem skilar niðurstöðum fyrir flóknari hugbúnað. 	<p>Stoðtól eru tól sem aðstoða við að vinna skipulögð gagnasöfn úr hráum gögnum eða framkvæma grunnmálgreiningu. Þau fást yfirleitt við eitt einangrað verkefni, t.d. að greina orðflokka og beygingar orða og mynda oft greiningarkeðju sem skilar niðurstöðum fyrir flóknari hugbúnað.</p>	<p></p>
stodtol	short_description			 Stoðtól eru tól sem aðstoða við að vinna skipulögð gagnasöfn úr hráum gögnum eða framkvæma grunnmálgreiningu. 	<p>Stoðtól eru tól sem aðstoða við að vinna skipulögð gagnasöfn úr hráum gögnum eða framkvæma grunnmálgreiningu.</p>	<p></p>
stodtol	categories	description	Tokenizers	 Tilreiðsla texta (e. tokenization) felst í að texta er skipt upp í setningar og tóka, en tóki er stakt orð eða greinarmerki. Áður en texti er sendur í mörkun og lemmun þarf að tilreiða hann. 	<p>Tilreiðsla texta (e. tokenization) felst í að texta er skipt upp í setningar og tóka, en tóki er stakt orð eða greinarmerki. Áður en texti er sendur í mörkun og lemmun þarf að tilreiða hann.</p>	<p></p>
stodtol	categories	description	PoS-taggers and Lemmatizers	 Markari les inn texta og markar hvern tóka með textatreng sem segir til um orðflokk og t.d. fall, kyn og tíð, eftir því sem við á. ABL-tagger er sá markari sem mest er notaður og gefur bestu niðurstöðurnar við mörkun íslenskra texta. Lemmun felur í sér að orðabókarmynd hvers orðs er fundin (t.d. hestur fyrir orðmyndina hestsins . 	<p>Markari les inn texta og markar hvern tóka með textatreng sem segir til um orðflokk og t.d. fall, kyn og tíð, eftir því sem við á. ABL-tagger er sá markari sem mest er notaður og gefur bestu niðurstöðurnar við mörkun íslenskra texta. Lemmun felur í sér að orðabókarmynd hvers orðs er fundin (t.d. <i>hestur</i> fyrir orðmyndina <i>hestsins</i>.</p>	<p></p>
stodtol	categories	description	Parsers	 Þáttarar lesa inn texta og greina setningabyggingu hans eftir einhverri fyrirfram skilgreindri setningafræði. 	<p>Þáttarar lesa inn texta og greina setningabyggingu hans eftir einhverri fyrirfram skilgreindri setningafræði. </p>	<p></p>
stodtol	categories	description	UD-Converters	 UD-varpararnir taka gögn sem hafa verið þáttuð á annað form og varpa yfir á venslamálfræðiform (e. UD structure). 	<p>UD-varpararnir taka gögn sem hafa verið þáttuð á annað form og varpa yfir á venslamálfræðiform (e. UD structure).</p>	<p></p>
stodtol	categories	description	Named Entity Recognition	 Nafnakennsl fela í sér að texti er lesinn inn og ýmis orð eins og mannanöfn, staðarheiti og heiti fyrirtækja eru mörkuð sérstaklega. 	<p>Nafnakennsl fela í sér að texti er lesinn inn og ýmis orð eins og mannanöfn, staðarheiti og heiti fyrirtækja eru mörkuð sérstaklega.</p>	<p></p>
ymis_gogn	description			 Hér er að finna ýmis grunngögn sem ekki eru nefnd í tengslum við nein af kjarnaverkefnunum fjögur en geta í raun gagnast þeim öllum. 	<p>Hér er að finna ýmis grunngögn sem ekki eru nefnd í tengslum við nein af kjarnaverkefnunum fjögur en geta í raun gagnast þeim öllum.</p>	<p></p>
ymis_gogn	short_description			 Hér er að finna ýmis grunngögn sem ekki eru nefnd í tengslum við nein af kjarnaverkefnunum fjögur en geta í raun gagnast þeim öllum. 	<p>Hér er að finna ýmis grunngögn sem ekki eru nefnd í tengslum við nein af kjarnaverkefnunum fjögur en geta í raun gagnast þeim öllum.</p>	<p></p>
ymis_gogn	categories	description	Tagged Monolingual Corpora	 Markaðar málheildir geta verið af ýmsu tagi. Oft er um að ræða að textasafn hefur verið tilreitt (skipt upp í setningar og tóka), markað málfræðilega (hver tóki er markaður með textastreng sem segir til um t.d. orðflokk, kyn, fall o.s.frv.) og lemmað (uppflettimynd orðs fundin, t.d. 'hestur' fyrir 'hests'). 	<p>Markaðar málheildir geta verið af ýmsu tagi. Oft er um að ræða að textasafn hefur verið tilreitt (skipt upp í setningar og tóka), markað málfræðilega (hver tóki er markaður með textastreng sem segir til um t.d. orðflokk, kyn, fall o.s.frv.) og lemmað (uppflettimynd orðs fundin, t.d. 'hestur' fyrir 'hests').</p>	<p></p>
ymis_gogn	categories	description	Treebanks	 Trjábanki er textasafn sem er þáttað og hefur upplýsingar um setningargerðir og setningarliði. Íslensku trjábankarnir eru greindir samkvæmt þáttunarskema sögulegu ensku Penn-trjábankanna (Penn Parsed Corpora of Historical English; PPCHE) en sumt hefur þó verið aðlagað að íslenskri setningargerð. 	<p>Trjábanki er textasafn sem er þáttað og hefur upplýsingar um setningargerðir og setningarliði. Íslensku trjábankarnir eru greindir samkvæmt þáttunarskema sögulegu ensku Penn-trjábankanna (Penn Parsed Corpora of Historical English; PPCHE) en sumt hefur þó verið aðlagað að íslenskri setningargerð. </p>	<p></p>
ymis_gogn	categories	description	Benchmark for LLMs	Viðmiðunargögn eru gögn sem nota má við afkastaprófun (e. benchmark) ýmissa tóla. Það getur verið gagnlegt að leggja þannig próf fyrir mállíkön til að sjá hversu góð þau eru. Þau viðmiðunargögn sem hér eru má nota til að meta málkunnáttu stórra mállíkana, málfræðilega getu þeirra og þekkingu á íslenskri menningu og sögu.	Viðmiðunargögn eru gögn sem nota má við afkastaprófun (e. benchmark) ýmissa tóla. Það getur verið gagnlegt að leggja þannig próf fyrir mállíkön til að sjá hversu góð þau eru. Þau viðmiðunargögn sem hér eru má nota til að meta málkunnáttu stórra mállíkana, málfræðilega getu þeirra og þekkingu á íslenskri menningu og sögu.	<p></p>
ymis_gogn	categories	description	Database of Icelandic Morphology (DIM)	 Beygingarlýsing íslensks nútímamáls er safn beygingardæma sem birt er á vef Árnastofnunar. Notendur eru hvattir til að sækja nýjustu gögn á vefsíðu BÍN . 	<p>Beygingarlýsing íslensks nútímamáls er safn beygingardæma sem birt er á vef Árnastofnunar. Notendur eru hvattir til að sækja nýjustu gögn á <a href='https://bin.arnastofnun.is'>vefsíðu BÍN</a>.</p>	<p></p>
